Input	Input Type	MGI Gene/Marker ID	Chr	Strand	Start	End	Ensembl ID
Naalad2	current symbol	MGI:1919810	9	-	18233247	18308834	ENSMUSG00000043943
Nab1	current symbol	MGI:107564	1	-	52496453	52539838	ENSMUSG00000002881
Nab2	current symbol	MGI:107563	10	-	127496787	127502572	ENSMUSG00000025402
Naca	current symbol	MGI:106095	10	+	127871444	127884506	ENSMUSG00000061315
Nacad	current symbol	MGI:3603030	11	-	6547823	6556053	ENSMUSG00000041073
Nacc1	current symbol	MGI:1914080	8	-	85397106	85414528	ENSMUSG00000001910
Nacc2	current symbol	MGI:1915241	2	-	25945547	26012823	ENSMUSG00000026932
Nadk	current symbol	MGI:2183149	4	+	155646838	155675458	ENSMUSG00000029063
Nae1	current symbol	MGI:2384561	8	-	105237660	105261269	ENSMUSG00000031878
Naga	current symbol	MGI:1261422	15	-	82213746	82222983	ENSMUSG00000022453
Nagk	current symbol	MGI:1860418	6	+	83770810	83779538	ENSMUSG00000034744
Nagpa	current symbol	MGI:1351598	16	-	5013153	5021876	ENSMUSG00000023143
Nampt	current symbol	MGI:1929865	12	+	32870334	32903368	ENSMUSG00000020572
Nanos1	current symbol	MGI:2669254	19	+	60744425	60748352	ENSMUSG00000072437
Nans	current symbol	MGI:2149820	4	+	46489319	46503439	ENSMUSG00000028334
Nap1l4	current symbol	MGI:1316687	7	-	143067316	143102843	ENSMUSG00000059119
Napa	current symbol	MGI:104563	7	+	15832383	15851900	ENSMUSG00000006024
Napa	human synonym	MGI:109365	7	+	44221869	44236270	ENSMUSG00000002204
Naprt1	old symbol	MGI:2442664	15	-	75762812	75766330	ENSMUSG00000022574
Narfl	old symbol	MGI:1914813	17	+	25992750	26002306	ENSMUSG00000002280
Nasp	current symbol	MGI:1355328	4	-	116458249	116485138	ENSMUSG00000028693
Nav1	current symbol	MGI:2183683	1	-	135362318	135615843	ENSMUSG00000009418
Nbas	current symbol	MGI:1918419	12	+	13319134	13633812	ENSMUSG00000020576
Nbea	current symbol	MGI:1347075	3	-	55532616	56091122	ENSMUSG00000027799
Nbr1	current symbol	MGI:108498	11	+	101442975	101472777	ENSMUSG00000017119
Ncam1	current symbol	MGI:97281	9	-	49413436	49710225	ENSMUSG00000039542
Ncapd2	current symbol	MGI:1915548	6	-	125144970	125168664	ENSMUSG00000038252
Ncapg	current symbol	MGI:1930197	5	+	45827261	45857888	ENSMUSG00000015880
Ncapg2	current symbol	MGI:1923294	12	+	116368969	116427152	ENSMUSG00000042029
Ncaph	current symbol	MGI:2444777	2	-	126945729	126975857	ENSMUSG00000034906
Ncbp1	current symbol	MGI:1891840	4	+	46138613	46172403	ENSMUSG00000028330
Ncbp2	current symbol	MGI:1915342	16	+	31767364	31777290	ENSMUSG00000022774
Ncdn	current symbol	MGI:1347351	4	-	126637543	126647231	ENSMUSG00000028833
Nceh1	current symbol	MGI:2443191	3	+	27237153	27299112	ENSMUSG00000027698
Nck1	current symbol	MGI:109601	9	-	100376047	100428187	ENSMUSG00000032475
Ncl	human synonym	MGI:892995	2	+	181162141	181194679	ENSMUSG00000000826
Ncl	current symbol	MGI:97286	1	-	86272441	86287122	ENSMUSG00000026234
Ncln	current symbol	MGI:1926081	10	-	81322083	81332226	ENSMUSG00000020238
Ncoa2	current symbol	MGI:1276533	1	-	13209329	13444307	ENSMUSG00000005886
Ncoa4	current symbol	MGI:1350932	14	+	31881884	31901210	ENSMUSG00000056234
Ncoa5	current symbol	MGI:2385165	2	-	164842277	164876787	ENSMUSG00000039804
Ncoa6	current symbol	MGI:1929915	2	-	155232585	155315741	ENSMUSG00000038369
Ncoa7	current symbol	MGI:2444847	10	-	30521578	30683401	ENSMUSG00000039697
Ncor1	current symbol	MGI:1349717	11	-	62207132	62348200	ENSMUSG00000018501
Ncor2	current symbol	MGI:1337080	5	-	125094217	125256283	ENSMUSG00000029478
Ncstn	current symbol	MGI:1891700	1	-	171893580	171910356	ENSMUSG00000003458
Ndc80	current symbol	MGI:1914302	17	-	71803095	71833852	ENSMUSG00000024056
Nde1	current symbol	MGI:1914453	16	+	13981139	14010792	ENSMUSG00000022678
Ndel1	current symbol	MGI:1932915	11	-	68712260	68743961	ENSMUSG00000018736
Ndfip2	current symbol	MGI:1923523	14	+	105496008	105546732	ENSMUSG00000053253
Ndnl2	zebrafish symbol	MGI:1333834	X	-	153871682	153872789	ENSMUSG00000096644
Ndnl2	zebrafish symbol	MGI:1333793	X	-	153810197	153816309	ENSMUSG00000055746
Ndnl2	zebrafish symbol	MGI:1333832	X	-	153731539	153732501	ENSMUSG00000094196
Ndnl2	zebrafish symbol	MGI:1333839	X	+	71265623	71266570	ENSMUSG00000033343
Ndnl2	zebrafish symbol	MGI:1333838	X	-	153836057	153846141	ENSMUSG00000079349
Ndnl2	zebrafish symbol	MGI:1333837	X	-	153707008	153718983	ENSMUSG00000063728
Ndnl2	zebrafish symbol	MGI:1333827	X	-	153768771	153778846	ENSMUSG00000079350
Ndnl2	zebrafish symbol	MGI:1917946	X	+	63217154	63222384	ENSMUSG00000031179
Ndnl2	zebrafish symbol	MGI:3588211	X	-	71425476	71430464	ENSMUSG00000043453
Ndnl2	zebrafish symbol	MGI:1922602	X	+	57956821	57965664	ENSMUSG00000046180
Ndnl2	zebrafish symbol	MGI:1921529	X	-	51057572	51061649	ENSMUSG00000031118
Ndnl2	zebrafish symbol	MGI:105117	X	+	90375511	90376503	ENSMUSG00000073069
Ndnl2	zebrafish symbol	MGI:105109	2	-	121784252	121786573	ENSMUSG00000074881
Ndnl2	zebrafish symbol	MGI:2148568	X	-	85293862	85299825	ENSMUSG00000035427
Ndnl2	zebrafish symbol	MGI:2148169	X	-	90823214	90826582	ENSMUSG00000061392
Ndnl2	zebrafish symbol	MGI:3712084	X	+	90675800	90679277	ENSMUSG00000064129
Ndnl2	zebrafish symbol	MGI:3643982	X	+	90436106	90437140	ENSMUSG00000094861
Ndnl2	zebrafish symbol	MGI:3646464	X	+	90523732	90524766	ENSMUSG00000096072
Ndnl2	zebrafish symbol	MGI:2684890	X	+	89935748	89936740	ENSMUSG00000091497
Ndnl2	zebrafish symbol	MGI:1919217	X	-	78666837	78715041	ENSMUSG00000046942
Ndnl2	zebrafish symbol	MGI:3045344	X	-	91162485	91643178	ENSMUSG00000067649
Ndnl2	zebrafish symbol	MGI:1921687	X	+	61327105	61335684	ENSMUSG00000045330
Ndnl2	zebrafish symbol	MGI:1930187	X	-	93579080	93585631	ENSMUSG00000025151
Ndnl2	zebrafish symbol	MGI:1933391	X	-	149589417	149597358	ENSMUSG00000025268
Ndnl2	zebrafish symbol	MGI:2148149	X	+	104163984	104167533	ENSMUSG00000031227
Ndnl2	zebrafish symbol	MGI:1351648	7	+	62026758	62031388	ENSMUSG00000056972
Ndnl2	zebrafish symbol	MGI:97290	7	+	61998025	61999676	ENSMUSG00000033585
Ndnl2	human synonym	MGI:1922805	19	-	5552795	5553815	ENSMUSG00000100937
Ndnl2	old symbol	MGI:1913897	7	-	64521430	64522788	ENSMUSG00000070520
Ndnl2	zebrafish symbol	MGI:1928994	X	-	149428300	149440579	ENSMUSG00000025272
Ndrg1	current symbol	MGI:1341799	15	-	66801167	66841489	ENSMUSG00000005125
Ndrg3	current symbol	MGI:1352499	2	-	156769265	156833976	ENSMUSG00000027634
Ndrg4	current symbol	MGI:2384590	8	+	96403602	96441584	ENSMUSG00000036564
Ndst1	current symbol	MGI:104719	18	-	60817566	60881722	ENSMUSG00000054008
Ndst2	current symbol	MGI:97040	14	-	20773798	20784630	ENSMUSG00000039308
Ndufa10	current symbol	MGI:1914523	1	-	92367208	92401547	ENSMUSG00000026260
Ndufa12	current symbol	MGI:1913664	10	+	94034897	94057302	ENSMUSG00000020022
Ndufa4	current symbol	MGI:107686	6	-	11900371	11907449	ENSMUSG00000029632
Ndufa4l2	current symbol	MGI:3039567	10	+	127350836	127353023	ENSMUSG00000040280
Ndufa5	current symbol	MGI:1915452	6	-	24518661	24527689	ENSMUSG00000023089
Ndufa8	current symbol	MGI:1915625	2	-	35926336	35939350	ENSMUSG00000026895
Ndufaf1	current symbol	MGI:1916952	2	-	119485927	119493302	ENSMUSG00000027305
Ndufaf2	current symbol	MGI:1922847	13	-	108189123	108295189	ENSMUSG00000068184
Ndufaf4	current symbol	MGI:1915743	4	+	24898083	24905001	ENSMUSG00000028261
Ndufb10	current symbol	MGI:1915592	17	-	24941034	24943397	ENSMUSG00000040048
Ndufb11	current symbol	MGI:1349919	X	-	20481565	20483858	ENSMUSG00000031059
Ndufb11	human symbol	MGI:1913596	15	+	81864741	81865764	ENSMUSG00000061633
Ndufb2	current symbol	MGI:1915448	6	+	39569499	39576777	ENSMUSG00000002416
Ndufb3	current symbol	MGI:1913745	1	+	58625556	58635123	ENSMUSG00000026032
Ndufb5	current symbol	MGI:1913296	3	+	32791206	32805708	ENSMUSG00000027673
Ndufb8	current symbol	MGI:1914514	19	-	44537011	44543879	ENSMUSG00000025204
Ndufc1	current symbol	MGI:1913627	3	-	51312098	51316409	ENSMUSG00000037152
Ndufc2	current symbol	MGI:1344370	7	+	97049210	97057007	ENSMUSG00000030647
Ndufs2	current symbol	MGI:2385112	1	-	171062422	171078956	ENSMUSG00000013593
Ndufs4	current symbol	MGI:1343135	13	-	114424331	114524630	ENSMUSG00000021764
Ndufs6	current symbol	MGI:107932	13	-	73467995	73476601	ENSMUSG00000021606
Ndufs6	human symbol	MGI:3648526	7	-	80811145	80811492	ENSMUSG00000083820
Ndufv1	current symbol	MGI:107851	19	-	4057499	4062755	ENSMUSG00000037916
Neat1	current symbol	MGI:1914211	19	-	5874736	5895508	ENSMUSG00000092274
Necap1	current symbol	MGI:1914852	6	+	122851516	122865902	ENSMUSG00000030327
Necap2	current symbol	MGI:1913397	4	-	140793823	140805668	ENSMUSG00000028923
Nedd4	current symbol	MGI:97297	9	+	72569628	72657134	ENSMUSG00000032216
Nedd4l	current symbol	MGI:1933754	18	+	65020776	65350899	ENSMUSG00000024589
Nedd8	current symbol	MGI:97301	14	-	55899720	55909337	ENSMUSG00000010376
Nedd9	current symbol	MGI:97302	13	-	41463392	41640836	ENSMUSG00000021365
Nefm	current symbol	MGI:97314	14	-	68356994	68362453	ENSMUSG00000022054
Neil3	current symbol	MGI:2384588	8	-	54039902	54092100	ENSMUSG00000039396
Nek2	current symbol	MGI:109359	1	+	191553556	191565162	ENSMUSG00000026622
Nek3	current symbol	MGI:1344371	8	-	22618299	22656451	ENSMUSG00000031478
Nek6	current symbol	MGI:1891638	2	+	38401655	38484618	ENSMUSG00000026749
Nemf	current symbol	MGI:1918305	12	-	69358315	69403975	ENSMUSG00000020982
Nenf	current symbol	MGI:1913458	1	-	191038984	191050328	ENSMUSG00000037499
Neo1	current symbol	MGI:1097159	9	-	58781970	58943724	ENSMUSG00000032340
Nes	current symbol	MGI:101784	3	+	87878400	87887758	ENSMUSG00000004891
Net1	current symbol	MGI:1927138	13	-	3932018	3968220	ENSMUSG00000021215
Net1	human synonym	MGI:105088	11	-	68100190	68277652	ENSMUSG00000020902
Net1	human synonym	MGI:1914171	3	-	108810121	108819043	ENSMUSG00000027881
Net1	human synonym	MGI:1270850	8	+	93687100	93728295	ENSMUSG00000055368
Net1	human synonym	MGI:105090	7	+	49559894	49613604	ENSMUSG00000039728
Net1	human synonym	MGI:1914055	4	-	116019066	116024798	ENSMUSG00000028699
Neu1	human synonym	MGI:2449923	2	+	26471095	26482694	ENSMUSG00000026921
Neu1	current symbol	MGI:97305	17	+	35150229	35154929	ENSMUSG00000007038
Neu1	synonym	MGI:1334263	19	+	47167259	47247880	ENSMUSG00000006435
Neurl1a	current symbol	MGI:1334263	19	+	47167259	47247880	ENSMUSG00000006435
Neurl2	rat synonym	MGI:3643092	17	+	26633833	26665295	ENSMUSG00000034413
Neurl2	current symbol	MGI:3043305	2	-	164672652	164675376	ENSMUSG00000039873
Nf2	current symbol	MGI:97307	11	-	4715845	4799536	ENSMUSG00000009073
Nfat5	current symbol	MGI:1859333	8	+	108020102	108106149	ENSMUSG00000003847
Nfatc4	current symbol	MGI:1920431	14	+	56062252	56071400	ENSMUSG00000023411
Nfe2l1	current symbol	MGI:99421	11	-	96708240	96720794	ENSMUSG00000038615
Nfib	current symbol	MGI:103188	4	-	82208410	82424988	ENSMUSG00000008575
Nfic	current symbol	MGI:109591	10	-	81232025	81267753	ENSMUSG00000055053
Nfix	current symbol	MGI:97311	8	-	85431341	85527086	ENSMUSG00000001911
Nfkb1	current symbol	MGI:97312	3	-	135290416	135397308	ENSMUSG00000028163
Nfkb2	current symbol	MGI:1099800	19	+	46292759	46300824	ENSMUSG00000025225
Nfkbib	current symbol	MGI:104752	7	-	28457676	28466069	ENSMUSG00000030595
Nfkbiz	current symbol	MGI:1931595	16	-	55631740	55659018	ENSMUSG00000035356
Nfrkb	current symbol	MGI:2442410	9	+	31297488	31332629	ENSMUSG00000042185
Nfs1	current symbol	MGI:1316706	2	-	155965559	155986106	ENSMUSG00000027618
Nfu1	current symbol	MGI:1913290	6	+	86986218	87005443	ENSMUSG00000029993
Nfx1	current symbol	MGI:1921414	4	+	40970906	41025992	ENSMUSG00000028423
Nfya	current symbol	MGI:97316	17	-	48693917	48716782	ENSMUSG00000023994
Nfya	rat synonym	MGI:97317	10	-	82584535	82599978	ENSMUSG00000020248
Nfyb	current symbol	MGI:97317	10	-	82584535	82599978	ENSMUSG00000020248
Ngdn	current symbol	MGI:1916216	14	+	55252911	55261594	ENSMUSG00000022204
Ngly1	current symbol	MGI:1913276	14	-	6157837	6220449	ENSMUSG00000021785
Nhlrc1	current symbol	MGI:2145264	13	-	47166033	47168326	ENSMUSG00000044231
Nhlrc2	current symbol	MGI:1914116	19	+	56536693	56591935	ENSMUSG00000025078
Nhlrc3	current symbol	MGI:2444520	3	-	53359417	53370679	ENSMUSG00000042997
Nhp2	current symbol	MGI:1098547	11	+	51510600	51514545	ENSMUSG00000001056
Nid1	current symbol	MGI:97342	13	+	13612252	13686849	ENSMUSG00000005397
Nid2	current symbol	MGI:1298229	14	+	19801333	19861855	ENSMUSG00000021806
Nip7	current symbol	MGI:1913414	8	+	107783509	107787563	ENSMUSG00000031917
Nipa2	current symbol	MGI:1913918	7	-	55581035	55612224	ENSMUSG00000030452
Nipa2	human synonym	MGI:1929709	17	-	56407591	56416803	ENSMUSG00000002831
Nipal1	current symbol	MGI:1917951	5	+	72805139	72828421	ENSMUSG00000067219
Nipal2	current symbol	MGI:1924488	15	-	34572945	34679358	ENSMUSG00000038879
Nipal3	current symbol	MGI:1921802	4	-	135173454	135222283	ENSMUSG00000028803
Nipbl	current symbol	MGI:1913976	15	-	8320101	8473947	ENSMUSG00000022141
Nisch	current symbol	MGI:1928323	14	-	30892885	30928783	ENSMUSG00000021910
Nit1	current symbol	MGI:1350916	1	-	171168139	171173224	ENSMUSG00000013997
Nit2	current symbol	MGI:1261838	16	-	56977028	56987695	ENSMUSG00000022751
Nkap	current symbol	MGI:1914300	X	+	36390448	36414399	ENSMUSG00000016409
Nkap	zebrafish symbol	MGI:1913957	13	-	21651217	21652671	ENSMUSG00000059395
Nkapl	current symbol	MGI:1913957	13	-	21651217	21652671	ENSMUSG00000059395
Nkd2	current symbol	MGI:1919543	13	-	73966653	73995750	ENSMUSG00000021567
Nkiras1	current symbol	MGI:1916971	14	-	4185693	4198560	ENSMUSG00000021772
Nle1	current symbol	MGI:2429770	11	-	82791594	82799237	ENSMUSG00000020692
Nlk	human synonym	MGI:95797	7	-	33900755	33929761	ENSMUSG00000036427
Nlk	current symbol	MGI:1201387	11	-	78457994	78588199	ENSMUSG00000017376
Nln	current symbol	MGI:1923055	13	-	104159565	104246122	ENSMUSG00000021710
Nlrc3	current symbol	MGI:2444070	16	-	3762871	3794496	ENSMUSG00000049871
Nmd3	current symbol	MGI:2140103	3	+	69629354	69656380	ENSMUSG00000027787
Nme4	current symbol	MGI:1931148	17	-	26310708	26314576	ENSMUSG00000024177
Nme7	current symbol	MGI:2449121	1	+	164135091	164264870	ENSMUSG00000026575
Nmnat1	current symbol	MGI:1913704	4	-	149552029	149569659	ENSMUSG00000028992
Nmral1	current symbol	MGI:1915074	16	-	4529181	4537220	ENSMUSG00000063445
Nmt2	current symbol	MGI:1202298	2	+	3285249	3329914	ENSMUSG00000026643
Nnmt	current symbol	MGI:1099443	9	-	48503177	48516453	ENSMUSG00000032271
Nob1	current symbol	MGI:1914869	8	-	108139121	108151670	ENSMUSG00000003848
Nob1	synonym	MGI:1889508	5	+	64313648	64508829	ENSMUSG00000029174
Noc4l	current symbol	MGI:2140843	5	-	110796285	110801248	ENSMUSG00000033294
Nol11	current symbol	MGI:1916229	11	-	107057489	107080207	ENSMUSG00000018433
Nol6	current symbol	MGI:2140151	4	-	41114427	41124450	ENSMUSG00000028430
Nol7	current symbol	MGI:1917328	13	+	43551852	43556334	ENSMUSG00000063200
Nol9	current symbol	MGI:1921285	4	+	152123778	152145951	ENSMUSG00000028948
Nolc1	current symbol	MGI:1918019	19	+	46064302	46073969	ENSMUSG00000015176
Nom1	current symbol	MGI:1861749	5	+	29637338	29658504	ENSMUSG00000001569
Nomo1	current symbol	MGI:2385850	7	+	45683122	45733636	ENSMUSG00000030835
Nono	current symbol	MGI:1855692	X	+	100473080	100492199	ENSMUSG00000031311
Nop14	current symbol	MGI:1922666	5	-	34795880	34817492	ENSMUSG00000036693
Nop16	current symbol	MGI:107862	13	-	54731998	54737903	ENSMUSG00000025869
Nop2	current symbol	MGI:107891	6	+	125108872	125121716	ENSMUSG00000038279
Nop56	current symbol	MGI:1914384	2	+	130116350	130121233	ENSMUSG00000027405
Nop58	current symbol	MGI:1933184	1	+	59724134	59750669	ENSMUSG00000026020
Nosip	current symbol	MGI:1913644	7	+	44711853	44727634	ENSMUSG00000003421
Nostrin	current symbol	MGI:3606242	2	+	68966144	69019674	ENSMUSG00000034738
Notch1	current symbol	MGI:97363	2	-	26347914	26393834	ENSMUSG00000026923
Notch3	current symbol	MGI:99460	17	-	32339794	32385826	ENSMUSG00000038146
Nov	old symbol	MGI:109185	15	+	54609306	54617158	ENSMUSG00000037362
Nov	synonym	MGI:107685	6	-	89293295	89339595	ENSMUSG00000030084
Nov	human synonym	MGI:105943	X	+	73314463	73316741	ENSMUSG00000008682
Nov	human synonym	MGI:3704336	9	-	50255526	50256284	ENSMUSG00000058443
Npat	current symbol	MGI:107605	9	+	53448347	53485642	ENSMUSG00000033054
Npc1	current symbol	MGI:1097712	18	-	12322749	12369457	ENSMUSG00000024413
Npc2	current symbol	MGI:1915213	12	-	84801333	84819886	ENSMUSG00000021242
Npdc1	current symbol	MGI:1099802	2	+	25293062	25299506	ENSMUSG00000015094
Npepl1	current symbol	MGI:2448523	2	+	173951904	173964495	ENSMUSG00000039263
Npepps	current symbol	MGI:1101358	11	-	97096668	97171464	ENSMUSG00000001441
Nphp1	current symbol	MGI:1858233	2	-	127582652	127630817	ENSMUSG00000027378
Npl	current symbol	MGI:1921341	1	-	153378762	153425460	ENSMUSG00000042684
Npm1	current symbol	MGI:106184	11	-	33102287	33113206	ENSMUSG00000057113
Npnt	current symbol	MGI:2148811	3	-	132587506	132656052	ENSMUSG00000040998
Nppb	current symbol	MGI:97368	4	+	148070264	148071662	ENSMUSG00000029019
Npr2	current symbol	MGI:97372	4	+	43631935	43651244	ENSMUSG00000028469
Npr2	human synonym	MGI:1914482	9	+	107419425	107422905	ENSMUSG00000010057
Npr3	current symbol	MGI:97373	15	-	11839982	11907287	ENSMUSG00000022206
Npr3	human synonym	MGI:109258	11	-	32181963	32217707	ENSMUSG00000020289
Nprl3	current symbol	MGI:109258	11	-	32181963	32217707	ENSMUSG00000020289
Nptn	current symbol	MGI:108077	9	+	58489504	58560162	ENSMUSG00000032336
Nptx2	current symbol	MGI:1858209	5	+	144482712	144494288	ENSMUSG00000059991
Nqo2	current symbol	MGI:104513	13	+	34148670	34172426	ENSMUSG00000046949
Nr1d2	current symbol	MGI:2449205	14	+	4230569	4265642	ENSMUSG00000021775
Nr1h2	current symbol	MGI:1352463	7	-	44199040	44203375	ENSMUSG00000060601
Nr2c1	current symbol	MGI:1352465	10	+	93983885	94033073	ENSMUSG00000005897
Nr2c2	current symbol	MGI:1352466	6	+	92068426	92150039	ENSMUSG00000005893
Nr2c2ap	current symbol	MGI:1922942	8	+	70583983	70586399	ENSMUSG00000071078
Nr3c1	current symbol	MGI:95824	18	-	39543598	39652474	ENSMUSG00000024431
Nr4a1	current symbol	MGI:1352454	15	+	101152150	101172676	ENSMUSG00000023034
Nras	current symbol	MGI:97376	3	+	102965643	102975230	ENSMUSG00000027852
Nrbp1	current symbol	MGI:2183436	5	+	31398227	31408910	ENSMUSG00000029148
Nrcam	current symbol	MGI:104750	12	+	44375668	44648747	ENSMUSG00000020598
Nrd1	old symbol	MGI:1201386	4	+	108857852	108918974	ENSMUSG00000053510
Nrf1	synonym	MGI:99421	11	-	96708240	96720794	ENSMUSG00000038615
Nrf1	current symbol	MGI:1332235	6	+	30047987	30153457	ENSMUSG00000058440
Nrip1	current symbol	MGI:1315213	16	-	76084288	76170715	ENSMUSG00000048490
Nrm	current symbol	MGI:2146855	17	+	36172210	36176294	ENSMUSG00000059791
Nrn1	current symbol	MGI:1915654	13	-	36909596	36918451	ENSMUSG00000039114
Nrp1	human synonym	MGI:2443902	7	+	49625098	50513037	ENSMUSG00000055409
Nrp1	current symbol	MGI:106206	8	+	129085085	129229844	ENSMUSG00000025810
Nrp2	human synonym	MGI:1858510	15	-	95117321	95426677	ENSMUSG00000022454
Nrp2	current symbol	MGI:1100492	1	+	62742476	62857851	ENSMUSG00000025969
Nsa2	current symbol	MGI:1913883	13	-	97265935	97274434	ENSMUSG00000060739
Nsdhl	current symbol	MGI:1099438	X	+	71962163	72002120	ENSMUSG00000031349
Nsfl1c	current symbol	MGI:3042273	2	+	151336102	151353230	ENSMUSG00000027455
Nsg1	current symbol	MGI:109149	5	-	38294537	38317087	ENSMUSG00000029126
Nsmaf	current symbol	MGI:1341864	4	-	6396207	6454271	ENSMUSG00000028245
Nsmce1	current symbol	MGI:1914961	7	-	125066816	125090615	ENSMUSG00000030750
Nsmce2	current symbol	MGI:1915751	15	+	59246096	59473533	ENSMUSG00000059586
Nsun2	current symbol	MGI:107252	13	+	69760135	69783899	ENSMUSG00000021595
Nsun4	current symbol	MGI:1919431	4	-	115890202	115911076	ENSMUSG00000028706
Nsun5	current symbol	MGI:2140844	5	+	135398807	135405659	ENSMUSG00000000916
Nsun6	current symbol	MGI:1921705	2	-	14999942	15059880	ENSMUSG00000026707
Nt5c2	current symbol	MGI:2178563	19	-	46873829	47003613	ENSMUSG00000025041
Nt5dc2	current symbol	MGI:1917271	14	+	30853046	30861081	ENSMUSG00000071547
Nt5dc3	current symbol	MGI:3513266	10	+	86614869	86674253	ENSMUSG00000054027
Ntan1	current symbol	MGI:108471	16	+	13636709	13653315	ENSMUSG00000022681
Nthl1	current symbol	MGI:1313275	17	+	24851654	24857811	ENSMUSG00000041429
Ntpcr	current symbol	MGI:1913816	8	+	126456724	126474974	ENSMUSG00000031851
Nuak1	current symbol	MGI:1925226	10	-	84206769	84276461	ENSMUSG00000020032
Nuak2	current symbol	MGI:1921387	1	+	132243864	132261226	ENSMUSG00000009772
Nub1	synonym	MGI:894653	19	-	45736173	45738004	ENSMUSG00000056209
Nub1	current symbol	MGI:1889001	5	+	24890813	24915376	ENSMUSG00000028954
